0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
10.0000000 2.0000000 4.0000000 6.0000000 8.0000000
10.0000000 3.6000000 6.4000000 8.4000000 9.6000000
10.0000000 4.8800000 7.8400000 9.3600000 9.9200000
10.0000000 5.9040000 8.7040000 9.7440000 9.9840000
10.0000000 6.7232000 9.2224000 9.8976000 9.9968000
10.0000000 7.3785600 9.5334400 9.9590400 9.9993600
10.0000000 7.9028480 9.7200640 9.9836160 9.9998720
10.0000000 8.3222784 9.8320384 9.9934464 9.9999744
10.0000000 8.6578227 9.8992230 9.9973786 9.9999949
10.0000000 8.9262582 9.9395338 9.9989514 9.9999990
10.0000000 9.1410065 9.9637203 9.9995806 9.9999998
10.0000000 9.3128052 9.9782322 9.9998322 10.0000000
10.0000000 9.4502442 9.9869393 9.9999329 10.0000000
10.0000000 9.5601953 9.9921636 9.9999732 10.0000000
10.0000000 9.6481563 9.9952982 9.9999893 10.0000000
10.0000000 9.7185250 9.9971789 9.9999957 10.0000000
10.0000000 9.7748200 9.9983073 9.9999983 10.0000000
10.0000000 9.8198560 9.9989844 9.9999993 10.0000000
10.0000000 9.8558848 9.9993906 9.9999997 10.0000000
10.0000000 9.8847078 9.9996344 9.9999999 10.0000000
10.0000000 9.9077663 9.9997806 10.0000000 10.0000000
10.0000000 9.9262130 9.9998684 10.0000000 10.0000000
10.0000000 9.9409704 9.9999210 10.0000000 10.0000000
10.0000000 9.9527763 9.9999526 10.0000000 10.0000000
10.0000000 9.9622211 9.9999716 10.0000000 10.0000000
10.0000000 9.9697769 9.9999829 10.0000000 10.0000000
10.0000000 9.9758215 9.9999898 10.0000000 10.0000000
10.0000000 9.9806572 9.9999939 10.0000000 10.0000000
10.0000000 9.9845257 9.9999963 10.0000000 10.0000000
10.0000000 9.9876206 9.9999978 10.0000000 10.0000000
10.0000000 9.9900965 9.9999987 10.0000000 10.0000000
10.0000000 9.9920772 9.9999992 10.0000000 10.0000000
10.0000000 9.9936617 9.9999995 10.0000000 10.0000000
10.0000000 9.9949294 9.9999997 10.0000000 10.0000000
10.0000000 9.9959435 9.9999998 10.0000000 10.0000000
10.0000000 9.9967548 9.9999999 10.0000000 10.0000000
10.0000000 9.9974039 9.9999999 10.0000000 10.0000000
10.0000000 9.9979231 10.0000000 10.0000000 10.0000000
10.0000000 9.9983385 10.0000000 10.0000000 10.0000000
10.0000000 9.9986708 10.0000000 10.0000000 10.0000000
10.0000000 9.9989366 10.0000000 10.0000000 10.0000000
10.0000000 9.9991493 10.0000000 10.0000000 10.0000000
10.0000000 9.9993194 10.0000000 10.0000000 10.0000000
10.0000000 9.9994555 10.0000000 10.0000000 10.0000000
10.0000000 9.9995644 10.0000000 10.0000000 10.0000000
10.0000000 9.9996516 10.0000000 10.0000000 10.0000000
10.0000000 9.9997212 10.0000000 10.0000000 10.0000000
10.0000000 9.9997770 10.0000000 10.0000000 10.0000000
10.0000000 9.9998216 10.0000000 10.0000000 10.0000000
10.0000000 9.9998573 10.0000000 10.0000000 10.0000000
10.0000000 9.9998858 10.0000000 10.0000000 10.0000000
10.0000000 9.9999087 10.0000000 10.0000000 10.0000000
10.0000000 9.9999269 10.0000000 10.0000000 10.0000000
10.0000000 9.9999415 10.0000000 10.0000000 10.0000000
10.0000000 9.9999532 10.0000000 10.0000000 10.0000000
10.0000000 9.9999626 10.0000000 10.0000000 10.0000000
10.0000000 9.9999701 10.0000000 10.0000000 10.0000000
10.0000000 9.9999761 10.0000000 10.0000000 10.0000000
10.0000000 9.9999808 10.0000000 10.0000000 10.0000000
10.0000000 9.9999847 10.0000000 10.0000000 10.0000000
10.0000000 9.9999877 10.0000000 10.0000000 10.0000000
10.0000000 9.9999902 10.0000000 10.0000000 10.0000000
10.0000000 9.9999922 10.0000000 10.0000000 10.0000000
10.0000000 9.9999937 10.0000000 10.0000000 10.0000000
10.0000000 9.9999950 10.0000000 10.0000000 10.0000000
10.0000000 9.9999960 10.0000000 10.0000000 10.0000000
10.0000000 9.9999968 10.0000000 10.0000000 10.0000000
10.0000000 9.9999974 10.0000000 10.0000000 10.0000000
10.0000000 9.9999979 10.0000000 10.0000000 10.0000000
10.0000000 9.9999984 10.0000000 10.0000000 10.0000000
10.0000000 9.9999987 10.0000000 10.0000000 10.0000000
10.0000000 9.9999989 10.0000000 10.0000000 10.0000000
10.0000000 9.9999992 10.0000000 10.0000000 10.0000000
10.0000000 9.9999993 10.0000000 10.0000000 10.0000000
10.0000000 9.9999995 10.0000000 10.0000000 10.0000000
10.0000000 9.9999996 10.0000000 10.0000000 10.0000000
10.0000000 9.9999997 10.0000000 10.0000000 10.0000000
10.0000000 9.9999997 10.0000000 10.0000000 10.0000000
10.0000000 9.9999998 10.0000000 10.0000000 10.0000000
10.0000000 9.9999998 10.0000000 10.0000000 10.0000000
10.0000000 9.9999999 10.0000000 10.0000000 10.0000000
10.0000000 9.9999999 10.0000000 10.0000000 10.0000000
10.0000000 9.9999999 10.0000000 10.0000000 10.0000000
10.0000000 9.9999999 10.0000000 10.0000000 10.0000000
10.0000000 9.9999999 10.0000000 10.0000000 10.0000000
10.0000000 10.0000000 10.0000000 10.0000000 10.0000000
10.0000000 10.0000000 10.0000000 10.0000000 10.0000000
10.0000000 10.0000000 10.0000000 10.0000000 10.0000000
10.0000000 10.0000000 10.0000000 10.0000000 10.0000000
10.0000000 10.0000000 10.0000000 10.0000000 10.0000000
10.0000000 10.0000000 10.0000000 10.0000000 10.0000000
10.0000000 10.0000000 10.0000000 10.0000000 10.0000000
10.0000000 10.0000000 10.0000000 10.0000000 10.0000000
